ticker,status,rows,train_rows,test_rows,accuracy,prec_default,precision,size_mb,date_start,date_end,error,reason
JKCEMENT.NS,SKIPPED,,,,,,,2.6,,,,already trained
JUBLFOOD.NS,SKIPPED,,,,,,,2.0,,,,already trained
KAJARIACER.NS,SKIPPED,,,,,,,2.9,,,,already trained
KALYANKJIL.NS,SKIPPED,,,,,,,0.7,,,,already trained
KANSAINER.NS,SKIPPED,,,,,,,3.0,,,,already trained
KEC.NS,SKIPPED,,,,,,,2.8,,,,already trained
KPITTECH.NS,SKIPPED,,,,,,,1.0,,,,already trained
LALPATHLAB.NS,SKIPPED,,,,,,,1.4,,,,already trained
LAURUSLABS.NS,SKIPPED,,,,,,,1.3,,,,already trained
LICHSGFIN.NS,SKIPPED,,,,,,,2.8,,,,already trained
LTTS.NS,SKIPPED,,,,,,,1.3,,,,already trained
MARICO.NS,SKIPPED,,,,,,,3.5,,,,already trained
MAXHEALTH.NS,SKIPPED,,,,,,,0.8,,,,already trained
MCX.NS,SKIPPED,,,,,,,1.9,,,,already trained
METROPOLIS.NS,SKIPPED,,,,,,,1.0,,,,already trained
MFSL.NS,SKIPPED,,,,,,,3.4,,,,already trained
MOTHERSON.NS,SKIPPED,,,,,,,3.0,,,,already trained
MPHASIS.NS,SKIPPED,,,,,,,2.7,,,,already trained
MRF.NS,SKIPPED,,,,,,,2.8,,,,already trained
NATCOPHARM.NS,SKIPPED,,,,,,,3.5,,,,already trained
NBCC.NS,SKIPPED,,,,,,,1.8,,,,already trained
NCC.NS,SKIPPED,,,,,,,2.9,,,,already trained
NHPC.NS,SKIPPED,,,,,,,2.1,,,,already trained
NLCINDIA.NS,SKIPPED,,,,,,,3.1,,,,already trained
NYKAA.NS,SKIPPED,,,,,,,0.6,,,,already trained
OBEROIRLTY.NS,SKIPPED,,,,,,,2.1,,,,already trained
OFSS.NS,SKIPPED,,,,,,,2.8,,,,already trained
OIL.NS,SKIPPED,,,,,,,2.2,,,,already trained
OLECTRA.NS,SKIPPED,,,,,,,2.8,,,,already trained
PHOENIXLTD.NS,SKIPPED,,,,,,,2.2,,,,already trained
PRESTIGE.NS,SKIPPED,,,,,,,2.0,,,,already trained
PVRINOX.NS,SKIPPED,,,,,,,0.4,,,,already trained
RAIN.NS,SKIPPED,,,,,,,2.5,,,,already trained
RAJESHEXPO.NS,SKIPPED,,,,,,,3.0,,,,already trained
RAMCOCEM.NS,SKIPPED,,,,,,,2.9,,,,already trained
RITES.NS,SKIPPED,,,,,,,1.1,,,,already trained
SBICARD.NS,SKIPPED,,,,,,,0.8,,,,already trained
ISEC.NS,FAILED,,,,,,,,,,No data returned,
LTIM.NS,FAILED,,,,,,,,,,No data returned,
SJVN.NS,SKIPPED,,,,,,,2.0,,,,already trained
TATAMOTORS.NS,FAILED,,,,,,,,,,No data returned,
SCHAEFFLER.NS,OK,5675,4540,1135,0.4960,0.4935,0.4105,2.9,2003-06-19,2026-05-18,,
SOBHA.NS,OK,4532,3625,907,0.5006,0.4746,0.4612,2.5,2007-12-27,2026-05-18,,
SKFINDIA.NS,OK,5645,4516,1129,0.5013,0.4772,0.4753,2.9,2003-07-31,2026-05-18,,
SHREECEM.NS,OK,5935,4748,1187,0.5333,0.5338,0.5330,2.8,2002-06-19,2026-05-18,,
SONACOMS.NS,OK,959,767,192,0.5260,0.5402,0.4667,0.7,2022-06-29,2026-05-18,,
STARHEALTH.NS,OK,844,675,169,0.5799,0.5610,0.6667,0.6,2022-12-15,2026-05-18,,
SUMICHEM.NS,OK,1309,1047,262,0.5229,0.4912,0.5221,0.8,2021-01-29,2026-05-18,,
SYNGENE.NS,OK,2405,1924,481,0.5094,0.4986,0.5023,1.4,2016-08-22,2026-05-18,,
SUNDARMFIN.NS,OK,5675,4540,1135,0.5004,0.4937,0.5306,2.7,2003-06-19,2026-05-18,,
SUPREMEIND.NS,OK,5675,4540,1135,0.5101,0.4837,0.4925,2.7,2003-06-19,2026-05-18,,
SUNDRMFAST.NS,OK,5676,4540,1136,0.5009,0.4655,0.4623,2.9,2003-06-18,2026-05-18,,
TATACOMM.NS,OK,5675,4540,1135,0.4784,0.4561,0.4390,2.8,2003-06-19,2026-05-18,,
TATAELXSI.NS,OK,5675,4540,1135,0.5154,0.4901,0.5126,2.8,2003-06-19,2026-05-18,,
TEAMLEASE.NS,OK,2280,1824,456,0.4781,0.4247,0.4700,1.4,2017-02-21,2026-05-18,,
TATAINVEST.NS,OK,7356,5884,1472,0.5020,0.4990,0.5333,3.7,1996-12-18,2026-05-18,,
TATAPOWER.NS,OK,7370,5896,1474,0.5149,0.5398,0.5807,3.7,1996-12-18,2026-05-18,,
TIINDIA.NS,OK,1857,1485,372,0.4973,0.4775,0.4912,1.2,2018-11-09,2026-05-18,,
THERMAX.NS,OK,5677,4541,1136,0.5018,0.5154,0.4000,2.8,2003-06-18,2026-05-18,,
TITAGARH.NS,OK,4204,3363,841,0.5101,0.4909,0.5082,2.3,2009-05-08,2026-05-18,,
TORNTPOWER.NS,OK,4549,3639,910,0.4945,0.5021,0.5138,2.3,2007-12-03,2026-05-18,,
UBLLTD.NS,FAILED,,,,,,,,,,No data returned,
TIMKEN.NS,OK,4754,3803,951,0.5152,0.5090,0.4239,2.4,2007-02-06,2026-05-18,,
UJJIVANSFB.NS,OK,1340,1072,268,0.5000,0.4854,0.5422,0.8,2020-12-15,2026-05-18,,
TRITURBINE.NS,OK,3336,2668,668,0.4865,0.4514,0.4511,1.9,2012-11-06,2026-05-18,,
TRIDENT.NS,OK,5675,4540,1135,0.5533,0.4764,0.5355,2.9,2003-06-19,2026-05-18,,
VBL.NS,OK,2102,1681,421,0.4679,0.4468,0.4323,1.3,2017-11-13,2026-05-18,,
VGUARD.NS,OK,4226,3380,846,0.5024,0.4795,0.4966,2.2,2009-03-31,2026-05-18,,
WHIRLPOOL.NS,OK,4063,3250,813,0.4403,0.4382,0.4336,2.1,2003-07-31,2026-05-18,,
ZENTEC.NS,OK,2497,1997,500,0.5340,0.5965,0.6000,1.5,2016-04-07,2026-05-18,,
WOCKPHARMA.NS,OK,5677,4541,1136,0.5000,0.4774,0.4858,2.9,2003-06-18,2026-05-18,,
ZEEL.NS,OK,5675,4540,1135,0.4978,0.4787,0.5312,2.9,2003-06-19,2026-05-18,,
ZENSARTECH.NS,OK,5675,4540,1135,0.4969,0.4808,0.5000,2.7,2003-06-19,2026-05-18,,
3MINDIA.NS,OK,5673,4538,1135,0.5040,0.4424,0.4591,2.9,2003-06-19,2026-05-18,,
AEGISCHEM.NS,FAILED,,,,,,,,,,No data returned,
AARTIDRUGS.NS,OK,5357,4285,1072,0.5205,0.4650,0.5634,2.8,2004-09-08,2026-05-18,,
ABBOTINDIA.NS,OK,4037,3229,808,0.5025,0.4608,0.4505,2.0,2010-01-08,2026-05-18,,
AFFLE.NS,OK,1422,1137,285,0.5053,0.4507,0.5000,0.9,2020-08-19,2026-05-18,,
AMBER.NS,OK,1796,1436,360,0.5500,0.5723,0.5974,1.1,2019-02-06,2026-05-18,,
ANGELONE.NS,OK,1138,910,228,0.5307,0.5422,0.5122,0.8,2021-10-08,2026-05-18,,
ALKEM.NS,OK,2315,1852,463,0.5292,0.5370,0.5192,1.4,2017-01-02,2026-05-18,,
APTUS.NS,OK,918,734,184,0.5326,0.4154,0.4242,0.6,2022-08-29,2026-05-18,,
AJANTPHARM.NS,OK,5674,4539,1135,0.5225,0.5048,0.4700,2.9,2003-06-19,2026-05-18,,
AVANTIFEED.NS,OK,3756,3004,752,0.4840,0.4767,0.5038,2.1,2011-01-10,2026-05-18,,
APOLLOTYRE.NS,OK,5807,4645,1162,0.5293,0.5305,0.4641,2.8,2002-12-19,2026-05-18,,
BAYERCROP.NS,OK,3786,3028,758,0.5211,0.4874,0.4597,2.1,2011-01-10,2026-05-18,,
BASF.NS,OK,5675,4540,1135,0.4969,0.4709,0.4317,2.9,2003-06-19,2026-05-18,,
BBTC.NS,OK,5676,4540,1136,0.5035,0.4617,0.5208,2.7,2003-06-18,2026-05-18,,
BLUEDART.NS,OK,5675,4540,1135,0.5084,0.4772,0.5286,3.0,2003-06-19,2026-05-18,,
BLUESTARCO.NS,OK,5675,4540,1135,0.5189,0.5365,0.5394,3.0,2003-06-19,2026-05-18,,
BRIGADE.NS,OK,4279,3423,856,0.4638,0.4684,0.5000,2.2,2009-01-12,2026-05-18,,
BSE.NS,OK,2041,1632,409,0.5452,0.5668,0.6103,1.3,2018-02-08,2026-05-18,,
CENTURYTEX.NS,FAILED,,,,,,,,,,No data returned,
CAMPUS.NS,OK,744,595,149,0.5503,0.4615,0.5000,0.5,2023-05-15,2026-05-18,,
CHEMCON.NS,OK,1137,909,228,0.5307,0.4390,0.4444,0.8,2021-10-07,2026-05-18,,
CIGNITI.NS,FAILED,,,,,,,,,,No data returned,
CLEAN.NS,OK,942,753,189,0.4656,0.4342,0.3516,0.6,2022-07-22,2026-05-18,,
CCL.NS,OK,5172,4137,1035,0.5159,0.5020,0.5362,2.7,2005-06-01,2026-05-18,,
CARBORUNIV.NS,OK,5676,4540,1136,0.5326,0.5112,0.4417,3.0,2003-06-18,2026-05-18,,
AAVAS.NS,OK,1627,1301,326,0.5153,0.4565,0.5106,1.0,2019-10-23,2026-05-18,,
CHAMBLFERT.NS,OK,5675,4540,1135,0.5339,0.5331,0.5322,2.9,2003-06-19,2026-05-18,,
AETHER.NS,OK,725,580,145,0.5517,0.5357,0.5882,0.5,2023-06-09,2026-05-18,,
AGIIL.NS,FAILED,,,,,,,,,,Only 457 rows (need 500),
ADANIPOWER.NS,OK,3878,3102,776,0.5760,0.5424,0.5581,2.0,2010-08-27,2026-05-18,,
AGROPHOS.NS,OK,2014,1611,403,0.5533,0.4788,0.5056,1.2,2018-03-20,2026-05-18,,
ACE.NS,OK,4591,3672,919,0.5245,0.5113,0.4505,2.5,2007-10-03,2026-05-18,,
ACCELYA.NS,OK,5675,4540,1135,0.5110,0.4851,0.5590,2.7,2003-06-19,2026-05-18,,
AIIL.NS,OK,259,207,52,0.4423,0.3333,0.0000,0.2,2025-04-30,2026-05-18,,
ALANKIT.NS,OK,2433,1946,487,0.5421,0.4151,0.4848,1.5,2016-07-08,2026-05-18,,
AKZOINDIA.NS,OK,5674,4539,1135,0.5260,0.5010,0.5223,3.0,2003-06-19,2026-05-15,,
ALEMBICLTD.NS,OK,5682,4545,1137,0.4943,0.4558,0.4859,2.7,2003-06-18,2026-05-18,,
ALICON.NS,OK,4576,3660,916,0.5153,0.4649,0.4503,2.6,2007-10-09,2026-05-18,,
ALKYLAMINE.NS,OK,4302,3441,861,0.4634,0.4062,0.4010,2.4,2008-12-04,2026-05-18,,
ALLCARGO.NS,OK,4657,3725,932,0.4818,0.4308,0.4420,2.3,2007-06-29,2026-05-18,,
AMJLAND.NS,FAILED,,,,,,,,,,No data returned,
AMARAJABAT.NS,FAILED,,,,,,,,,,No data returned,
ANGELBRKG.NS,FAILED,,,,,,,,,,No data returned,
ANANTRAJ.NS,OK,4590,3672,918,0.5076,0.5533,0.5794,2.5,2007-10-04,2026-05-18,,
ANDHRSUGAR.NS,OK,5676,4540,1136,0.4991,0.4641,0.4945,2.8,2003-06-18,2026-05-18,,
ANSALAPI.NS,OK,4754,3803,951,0.7024,0.5626,0.5737,2.6,2007-02-05,2026-05-18,,
APARINDS.NS,OK,5147,4117,1030,0.5146,0.5293,0.5535,2.7,2005-07-06,2026-05-18,,
APOLLOPIPE.NS,OK,1362,1089,273,0.5311,0.4286,0.3846,0.9,2020-11-12,2026-05-18,,
ARCOTECH.NS,OK,1583,1266,317,0.6057,0.3379,0.5185,1.0,2015-04-30,2021-09-27,,
ARFIN.NS,FAILED,,,,,,,,,,No data returned,
ARIHANTCAP.NS,FAILED,,,,,,,,,,No data returned,
ARMANFIN.NS,OK,2199,1759,440,0.5114,0.4516,0.4825,1.3,2017-06-21,2026-05-18,,
ARVINDFASN.NS,OK,1524,1219,305,0.5574,0.5137,0.5510,1.0,2020-03-20,2026-05-18,,
ARROWGREEN.NS,OK,2462,1969,493,0.5761,0.5080,0.5333,1.4,2016-05-30,2026-05-18,,
ARVIND.NS,OK,5678,4542,1136,0.4930,0.4653,0.4768,2.7,2003-06-18,2026-05-18,,
ASALCBR.NS,OK,1296,1036,260,0.5154,0.4304,0.4205,0.8,2021-02-16,2026-05-18,,
ASAHIINDIA.NS,OK,5674,4539,1135,0.5031,0.4657,0.4593,2.6,2003-06-19,2026-05-18,,
ASHIANA.NS,OK,3417,2733,684,0.5263,0.4915,0.5400,1.9,2012-07-06,2026-05-18,,
ASMTEC.NS,FAILED,,,,,,,,,,No data returned,
ASKAUTOLTD.NS,OK,360,288,72,0.5139,0.5152,0.5238,0.3,2024-12-02,2026-05-18,,
ATGL.NS,OK,1608,1286,322,0.5466,0.4938,0.4333,1.0,2019-11-20,2026-05-18,,
AUROBINDO.NS,FAILED,,,,,,,,,,No data returned,
ATIL.NS,FAILED,,,,,,,,,,No data returned,
AZAD.NS,OK,337,269,68,0.4853,0.5000,0.6000,0.3,2025-01-07,2026-05-18,,
AXISGOLD.NS,OK,1638,1310,328,0.5183,0.6111,0.5000,1.0,2019-08-27,2026-05-18,,
ASHIMASYN.NS,OK,5675,4540,1135,0.5639,0.4889,0.5491,2.7,2003-06-19,2026-05-18,,
AVTNPL.NS,OK,4518,3614,904,0.5177,0.4435,0.4783,2.4,2008-01-15,2026-05-18,,
BAJAJCON.NS,OK,3633,2906,727,0.4869,0.4827,0.5038,2.0,2011-08-19,2026-05-18,,
BALAJITELE.NS,OK,5677,4541,1136,0.4930,0.4494,0.4369,2.7,2003-06-18,2026-05-18,,
BALMLAWRIE.NS,OK,5675,4540,1135,0.5269,0.5194,0.5306,2.6,2003-06-19,2026-05-18,,
BARBEQUE.NS,FAILED,,,,,,,,,,No data returned,
BANSWRAS.NS,OK,4458,3566,892,0.5090,0.4693,0.4545,2.3,2008-04-11,2026-05-18,,
BDHL.NS,FAILED,,,,,,,,,,No data returned,
BANARISUG.NS,OK,5675,4540,1135,0.5427,0.5073,0.5380,3.1,2003-06-18,2026-05-18,,
BASML.NS,OK,4806,3844,962,0.4948,0.4222,0.4362,2.6,2006-11-20,2026-05-18,,
BHAGCHEM.NS,OK,879,703,176,0.5625,0.4950,0.5400,0.6,2022-10-21,2026-05-18,,
BFUTILITIE.NS,OK,4446,3556,890,0.5258,0.4610,0.4593,2.4,2008-05-06,2026-05-18,,
BEML.NS,OK,5675,4540,1135,0.5278,0.5193,0.5417,2.9,2003-06-19,2026-05-18,,
BHANDARI.NS,OK,2045,1636,409,0.6137,0.5441,0.5333,1.2,2018-02-02,2026-05-18,,
BIKAJI.NS,OK,612,489,123,0.4797,0.4219,0.6364,0.5,2023-11-22,2026-05-18,,
BINDALAGRO.NS,FAILED,,,,,,,,,,No data returned,
BKMINDST.NS,OK,2150,1720,430,0.7977,0.7193,0.7358,1.2,2016-04-07,2024-12-20,,
BHARATFORG.NS,OK,7369,5895,1474,0.5047,0.5255,0.5278,3.7,1996-12-18,2026-05-18,,
BHARATRAS.NS,OK,5671,4536,1135,0.4881,0.4284,0.3993,3.1,2003-06-18,2026-05-18,,
BOROLTD.NS,OK,1190,952,238,0.4496,0.3871,0.3650,0.8,2021-07-26,2026-05-18,,
BIRLACORPN.NS,OK,5675,4540,1135,0.5128,0.4956,0.4913,2.8,2003-06-19,2026-05-18,,
BOROSIL.NS,FAILED,,,,,,,,,,No data returned,
BQLIND.NS,FAILED,,,,,,,,,,No data returned,
CRAFTSMAN.NS,OK,1017,813,204,0.5098,0.4836,0.4762,0.7,2022-04-01,2026-05-18,,
CYIENTDLM.NS,OK,453,362,91,0.4945,0.4545,0.2500,0.4,2024-07-22,2026-05-18,,
CREATIVSER.NS,FAILED,,,,,,,,,,No data returned,
DBCORP.NS,OK,3787,3029,758,0.5264,0.5331,0.4800,1.9,2011-01-06,2026-05-18,,
CRISIL.NS,OK,5678,4542,1136,0.5062,0.4828,0.4776,2.9,2003-06-18,2026-05-18,,
DALMIASUG.NS,OK,5673,4538,1135,0.5119,0.4611,0.4500,2.8,2003-06-19,2026-05-18,,
DCXSYS.NS,FAILED,,,,,,,,,,No data returned,
DATAMATICS.NS,OK,5193,4154,1039,0.5390,0.5109,0.5210,2.6,2005-05-03,2026-05-18,,
DOMS.NS,OK,341,272,69,0.4928,0.4595,0.5294,0.3,2024-12-31,2026-05-18,,
DUROPLY.NS,FAILED,,,,,,,,,,No data returned,
EASEMYTRIP.NS,OK,1023,818,205,0.4829,0.3721,0.4722,0.7,2022-03-28,2026-05-18,,
EFCLTD.NS,FAILED,,,,,,,,,,No data returned,
DYNAMATECH.NS,OK,4598,3678,920,0.5304,0.5387,0.5172,2.3,2007-09-20,2026-05-18,,
DCMSHRIRAM.NS,OK,5674,4539,1135,0.4978,0.4689,0.4726,2.8,2003-06-19,2026-05-18,,
DREDGECORP.NS,OK,5273,4218,1055,0.5251,0.4963,0.5000,2.8,2005-01-05,2026-05-18,,
EMKAYTOOLS.NS,OK,1935,1548,387,0.4238,0.4229,0.4197,1.2,2018-03-21,2026-05-15,,
ENDURANCE.NS,OK,2115,1692,423,0.4775,0.4470,0.4783,1.3,2017-10-25,2026-05-18,,
EIDPARRY.NS,OK,5677,4541,1136,0.5308,0.5247,0.5220,2.6,2003-06-18,2026-05-18,,
EPIGRAL.NS,OK,410,328,82,0.4390,0.1429,0.2500,0.3,2024-09-16,2026-05-18,,
EQUITASBNK.NS,OK,1118,894,224,0.5045,0.4234,0.4000,0.7,2021-11-09,2026-05-18,,
ELECON.NS,OK,4588,3670,918,0.4989,0.4989,0.5405,2.4,2007-10-08,2026-05-18,,
EUROBATIND.NS,FAILED,,,,,,,,,,No data returned,
ETHOSLTD.NS,OK,728,582,146,0.5274,0.4366,0.4848,0.5,2023-06-05,2026-05-18,,
EXLSERVICE.NS,FAILED,,,,,,,,,,No data returned,
FAIRCHEM.NS,FAILED,,,,,,,,,,No data returned,
ESSARSHPNG.NS,OK,3325,2660,665,0.5263,0.4133,0.4143,1.8,2012-11-22,2026-05-18,,
ENIL.NS,OK,4742,3793,949,0.4868,0.4587,0.5026,2.5,2007-02-23,2026-05-18,,
FINOLEX.NS,FAILED,,,,,,,,,,No data returned,
FINOPB.NS,OK,863,690,173,0.4104,0.3609,0.3448,0.6,2022-11-18,2026-05-18,,
FINEORG.NS,OK,1692,1353,339,0.4985,0.3922,0.4783,1.1,2019-07-15,2026-05-18,,
FOODWORKS.NS,FAILED,,,,,,,,,,No data returned,
FORCE.NS,FAILED,,,,,,,,,,No data returned,
GANDHAR.NS,OK,356,284,72,0.6528,0.5652,0.7778,0.3,2024-12-10,2026-05-18,,
GARNET.NS,FAILED,,,,,,,,,,No data returned,
FCSSOFT.NS,OK,4837,3869,968,0.5723,0.3324,0.3200,2.7,2006-09-27,2026-05-18,,
FLFL.NS,OK,2859,2287,572,0.6626,0.7436,0.7500,1.7,2014-10-13,2026-05-18,,
GARFIBRES.NS,OK,4716,3772,944,0.4905,0.4510,0.4669,2.5,2007-04-03,2026-05-18,,
GLOBUSSPR.NS,OK,3854,3083,771,0.4929,0.4457,0.4426,1.9,2010-09-30,2026-05-18,,
GLODYNE.NS,FAILED,,,,,,,,,,Only 52 rows (need 500),
GEOJITFSL.NS,OK,4897,3917,980,0.5184,0.5023,0.5180,2.6,2006-07-10,2026-05-18,,
GHCL.NS,OK,7370,5896,1474,0.5047,0.4899,0.4956,3.3,1996-12-18,2026-05-18,,
GPTINFRA.NS,OK,2181,1744,437,0.5263,0.4754,0.4423,1.3,2017-07-18,2026-05-18,,
GPIL.NS,OK,4699,3759,940,0.5074,0.5034,0.4694,2.6,2007-04-30,2026-05-18,,
GNFC.NS,OK,5675,4540,1135,0.4916,0.5071,0.5848,2.7,2003-06-19,2026-05-18,,
GRAVITA.NS,OK,3571,2856,715,0.5231,0.5012,0.4963,2.1,2011-11-24,2026-05-18,,
GREENPANEL.NS,OK,1375,1100,275,0.5309,0.4605,0.5000,0.9,2020-10-26,2026-05-18,,
GRINFRA.NS,OK,942,753,189,0.5820,0.6167,0.5500,0.6,2022-07-22,2026-05-18,,
GRAPHITE.NS,OK,5676,4540,1136,0.5141,0.4735,0.5263,2.9,2003-06-19,2026-05-18,,
GREENPOWER.NS,OK,3597,2877,720,0.5736,0.5000,0.5524,1.9,2011-10-13,2026-05-18,,
GRSE.NS,OK,1616,1292,324,0.5370,0.4936,0.4651,1.0,2019-11-07,2026-05-18,,
HARDWYN.NS,OK,759,607,152,0.5197,0.6271,0.6341,0.5,2023-04-20,2026-05-18,,
GULFOILLUB.NS,OK,2656,2124,532,0.5451,0.4959,0.5859,1.5,2015-08-12,2026-05-18,,
GUFICBIO.NS,OK,5077,4061,1016,0.4911,0.4450,0.4947,2.7,2005-10-17,2026-05-18,,
HEMIPROP.NS,OK,1125,900,225,0.5867,0.5676,0.5897,0.7,2021-10-28,2026-05-18,,
HATHWAY.NS,OK,3753,3002,751,0.5113,0.4423,0.4762,2.0,2011-02-25,2026-05-18,,
HIL.NS,FAILED,,,,,,,,,,No data returned,
HERITGFOOD.NS,OK,5675,4540,1135,0.5128,0.4932,0.4766,2.7,2003-06-19,2026-05-18,,
